SMILES,SMR_VSA,SlogP_VSA,PEOE_VSA
CCNC(=O)CNC[C@H](O)CNC(=O)Cc1ccn(C)n1,14.69560176298435 0.0 25.730850555465217 7.04767198267719 19.448525210364934 26.1790256236503 17.957138634923147 0.0 0.0 11.814359458703011,15.950365812018994 58.98436360838854 23.057567973746846 0.0 12.617665194539086 12.263210640074686 0.0 0.0 0.0 0.0,21.056893206859698 14.270877303288827 0.0 5.098681808301038 0.0 0.0 12.990104268152233 32.87878477202799 24.763472411435348 0.0 0.0 11.814359458703011 0.0 0.0
O=C(O)C1(O)CN(C(=O)C(=O)N[C@@H]2CC[C@@H]3SCCS[C@H]23)C1,24.596666341896878 0.0 10.216698334856808 0.0 34.984410945948014 24.595220025318728 0.0 0.0 0.0 41.30743464543709,5.316788604006331 79.63461699260148 14.383611552215466 0.0 12.841643245852019 0.0 0.0 0.0 0.0 0.0,20.42975312453822 9.589074368143644 4.794537184071822 23.52376989878223 0.0 0.0 12.841643245852019 28.047424102605888 13.08951281182515 0.0 5.601050810983688 0.0 0.0 17.78366474665486
C[C@@H]1C[C@@H]1C(=O)NCC1CN(C(=O)c2ccc(C(N)=O)[nH]2)C1,14.383611552215466 0.0 15.200676855804016 23.487385615646367 13.344558822616634 19.634269217737724 23.520590126620142 0.0 0.0 17.721539188054518,11.050456081168516 47.23969665758993 4.794537184071822 17.75371813848418 34.3214891804572 12.13273413692322 0.0 0.0 0.0 0.0,20.9343443329662 14.383611552215466 0.0 0.0 0.0 6.923737199690624 24.471461806010623 31.470081310060515 0.0 11.387855989696922 0.0 5.907179729351506 11.814359458703011 0.0
CS(=O)(=O)NC1CC(NC(=O)N2CCO[C@@H](C(=O)O)C2)C1,27.850261701113332 0.0 14.938793199308897 0.0 31.029291291896246 25.952163959849475 0.0 0.0 0.0 22.023710953697503,10.038883468458419 74.56446591620373 19.554691291279454 0.0 12.841643245852019 0.0 0.0 0.0 0.0 4.794537184071822,20.06008868349756 0.0 22.72896621692467 0.0 0.0 0.0 12.841643245852019 18.628438064208495 19.4074075539369 0.0 6.103966387748303 10.023291153407584 0.0 12.000419800289922
NC(=O)C(=O)N1CCC(C2(NC(=O)[C@H]3C[C@H]3C(N)=O)CC2)CC1,19.178148736287287 0.0 10.216698334856808 29.221053092808546 37.64303336701339 13.08951281182515 0.0 0.0 0.0 23.628718917406022,16.784123558330702 47.157066712464996 19.178148736287287 17.75371813848418 32.10410811463005 0.0 0.0 0.0 0.0 0.0,21.68403328918118 19.178148736287287 0.0 0.0 0.0 0.0 38.02201416079144 18.628438064208495 11.835812092322787 0.0 0.0 11.814359458703011 0.0 11.814359458703011
O=C(NC[C@@H]1[C@H]2CN(C(=O)[C@@H]3CCC(=O)N3)C[C@H]21)[C@H]1CCC(=O)N1,19.178148736287287 0.0 20.85027554286947 17.75371813848418 37.76696814999996 19.634269217737724 0.0 0.0 0.0 23.628718917406022,15.950365812018994 60.24657952429014 19.178148736287287 17.75371813848418 25.683286491704038 0.0 0.0 0.0 0.0 0.0,20.85027554286947 19.178148736287287 0.0 0.0 0.0 0.0 30.595361384336197 32.475912463589744 0.0 12.083681658295921 0.0 23.628718917406022 0.0 0.0
CS(=O)(=O)CCNCCNC(=O)[C@H]1CC[C@H]1C(N)=O,18.00687135247258 0.0 10.633577208012662 17.569479569484972 12.841643245852019 31.642892007995922 0.0 0.0 0.0 21.65161259512051,16.367244685174846 51.875048451027865 19.426327504561144 11.835812092322787 12.841643245852019 0.0 0.0 0.0 0.0 0.0,16.367244685174846 9.589074368143644 8.417796984328938 0.0 0.0 0.0 12.841643245852019 37.72585049357192 5.752853606746789 9.837253136417502 0.0 11.814359458703011 0.0 0.0
NC(=O)C(=O)N1CC[C@@H](NC(=O)C2CCOCC2)[C@@H](O)C1,24.227001900856223 0.0 10.216698334856808 11.651573523323577 31.40827208567429 26.303276740850986 0.0 0.0 0.0 17.721539188054518,11.050456081168516 66.17706027149295 19.120474506015515 5.917906046161393 19.26246486877803 0.0 0.0 0.0 0.0 0.0,25.793756160659747 14.383611552215466 0.0 0.0 0.0 0.0 19.26246486877803 32.22118278701238 12.145807216896262 0.0 0.0 5.907179729351506 0.0 11.814359458703011
Cc1ncsc1C(=O)N[C@H]1C[C@@H](NC(=O)[C@H]2COC(=O)N2)C1,19.120474506015515 0.0 20.9343443329662 0.0 37.89090293298653 6.606881964512918 16.08161446216714 0.0 0.0 29.24438540757616,15.950365812018994 47.62398250254543 9.53140013787187 6.923737199690624 28.2072556184736 5.51053927361738 0.0 0.0 0.0 4.794537184071822,20.687228765819043 9.589074368143644 9.77851570501903 0.0 11.336785877934737 0.0 19.765380445542643 12.083681658295921 11.20446726846584 17.525869987362178 0.0 5.907179729351506 5.907179729351506 6.093240070938415
COC[C@@H](O)CN1C[C@@H](NC(=O)c2nccnc2C(N)=O)[C@@H](O)C1,24.538992111625106 0.0 20.184655376751223 5.733667477162185 18.249773604644567 33.35094872352818 23.781543132923076 0.0 0.0 11.814359458703011,11.050456081168516 88.49600334930207 4.736862953800049 0.0 20.976930357840565 12.393687143226153 0.0 0.0 0.0 0.0,26.000373824649976 14.48898409899412 9.967957041894417 0.0 0.0 0.0 0.0 39.13775390224141 24.856655569157482 0.0 11.387855989696922 0.0 11.814359458703011 0.0
O=C(N[C@@H]1CN(Cc2nnnn2C2CC2)C[C@H]1O)c1nc[nH]n1,9.901064578912528 0.0 45.60529540716205 0.0 37.574047697808815 13.08951281182515 17.976129070764394 0.0 0.0 5.907179729351506,5.316788604006331 76.53753395606934 6.544756405912575 0.0 35.326830255071656 6.3273200747645415 0.0 0.0 0.0 0.0,10.423315998847038 14.793128723223337 9.665781456092393 0.0 10.197363616602075 0.0 23.268413437161755 13.08951281182515 24.732404451956796 6.3273200747645415 5.824404497999927 5.824404497999927 5.907179729351506 0.0
CCNC(=O)CN1CC[C@H](NC(=O)CN2CC(=O)NC2=O)[C@@H](O)C1,24.284676131127995 0.0 25.750185273719946 0.0 25.4903660395129 39.26853843547545 0.0 0.0 0.0 23.75265370039259,15.950365812018994 90.07334620930597 14.383611552215466 0.0 13.344558822616634 0.0 0.0 0.0 0.0 4.794537184071822,20.640014333703846 24.60030988707227 4.794537184071822 0.0 0.0 0.0 13.344558822616634 19.634269217737724 18.69056362280884 13.08951281182515 0.0 17.721539188054518 0.0 6.031114512338072
O=C(N[C@@H]1CN(C(=O)c2cnon2)C[C@H]1O)[C@H]1COCCO1,28.798366607477796 0.0 20.530024849107697 0.0 18.249773604644567 32.910158705363905 11.890771566461538 0.0 0.0 11.814359458703011,5.316788604006331 83.29405540865356 14.268263091671919 0.0 10.488465178920283 10.825882508506425 0.0 0.0 0.0 0.0,24.79695163729761 9.589074368143644 4.629038936893349 0.0 0.0 5.156663257125445 5.156663257125445 13.08951281182515 31.96645311043502 6.196843571613076 11.797894382596763 0.0 11.814359458703011 0.0
O=C(NC[C@H]1CN(CCCO)C[C@H]1O)c1cnc2[nH]cnc2c1,15.007591973753234 0.0 25.16863389769843 5.917906046161393 12.524788010674312 32.78590758816322 24.15398220653622 0.0 0.0 17.071057667735495,5.316788604006331 74.86195378863653 0.0 5.917906046161393 16.778810298694825 18.59053071483923 0.0 11.16387793838399 0.0 0.0,25.413731645485427 4.794537184071822 9.967957041894417 0.0 0.0 0.0 12.487188691387619 44.90065720593769 17.99473795420984 5.516700717616262 5.647177220767728 0.0 5.907179729351506 0.0
N[C@]1(C(=O)N[C@H]2CCC(=O)NC2=O)CCCNC1,14.383611552215466 0.0 15.950365812018994 5.733667477162185 37.26405257323535 13.08951281182515 0.0 0.0 0.0 17.721539188054518,21.684033289181176 42.39181808141097 14.383611552215466 0.0 25.683286491704038 0.0 0.0 0.0 0.0 0.0,16.367244685174846 19.700400156221797 0.0 0.0 0.0 0.0 25.807221274690605 12.965578028838586 0.0 11.580766081531305 0.0 17.721539188054518 0.0 0.0
O=C1NC(=O)C(=C/C=C/C=C/C2C(=O)NC(=O)NC2=O)C(=O)N1,28.76722310443093 0.0 21.267154416025324 5.917906046161393 0.0 0.0 35.953205064238674 0.0 0.0 35.69094794208217,21.267154416025324 35.69094794208217 19.178148736287287 5.917906046161393 0.0 35.953205064238674 0.0 0.0 0.0 9.589074368143644,0.0 40.44530315231261 9.589074368143644 0.0 0.0 24.304080427335524 6.076020106833881 0.0 0.0 11.49101057623066 0.0 11.814359458703011 11.814359458703011 12.062229024676144
CCOC(=O)[C@H](C)CNC(=O)C1=C[C@@H](O)[C@@H](O)[C@H](O)C1,29.645519506465803 0.0 5.316788604006331 5.917906046161393 38.58019518555216 13.151638370425493 11.64912463690315 0.0 0.0 11.876485017303356,5.316788604006331 58.65960473549586 14.325937321943691 5.917906046161393 20.268296022307258 11.64912463690315 0.0 0.0 0.0 0.0,25.373233742328495 9.589074368143644 0.0 0.0 0.0 6.923737199690624 12.999757306524504 18.53868255890785 18.628754398422615 12.207932775496605 0.0 5.907179729351506 0.0 5.969305287951849
O=C(N[C@H]1CCC(=O)NC1=O)[C@H]1COC2(CNC2)CN1,19.120474506015515 0.0 21.267154416025324 0.0 30.52637571513163 26.241151182250643 0.0 0.0 0.0 17.721539188054518,21.267154416025324 61.647422839584756 19.120474506015515 0.0 12.841643245852019 0.0 0.0 0.0 0.0 0.0,20.68722876581904 19.700400156221797 0.0 0.0 0.0 0.0 6.4208216229260096 26.055090840663738 6.606881964512918 17.68473246927961 0.0 17.721539188054518 0.0 0.0
Cn1ncc(C(=O)N[C@H]2CCN(CC(N)=O)C[C@H]2O)n1,14.69560176298435 0.0 25.2105681739579 12.781339459839375 18.566628839822272 19.634269217737724 11.890771566461538 0.0 0.0 11.814359458703011,11.050456081168516 68.59474285812927 11.842209166749011 0.0 16.909286801846292 6.196843571613076 0.0 0.0 0.0 0.0,16.156983476009223 14.48898409899412 0.0 9.895188030800051 5.098681808301038 0.0 6.4208216229260096 20.13718479450234 24.887407194421918 0.0 5.693927994848461 5.907179729351506 5.907179729351506 0.0
C[C@@H](N[C@H]1C[C@@H](NC(=O)Cc2ccc(C(N)=O)nc2)C1)C(N)=O,14.383611552215466 0.0 15.617555728959871 11.46733495432437 44.311724555912534 0.0 29.586957195081755 0.0 0.0 17.721539188054518,22.100912162337032 40.831040196445606 16.00989599106965 0.0 35.81729711615992 18.3295777085363 0.0 0.0 0.0 0.0,22.100912162337032 19.367590073162674 0.0 0.0 0.0 6.06636706846161 31.395199005701247 18.280525229908996 12.462662452073971 5.693927994848461 0.0 11.814359458703011 5.907179729351506 0.0
O=C(O)[C@H]1CS[C@H]([C@H](O)[C@H](O)[C@H](O)CO)N1,30.327174158275348 0.0 5.316788604006331 0.0 29.727612805361602 12.359735571259707 0.0 0.0 0.0 17.731190237342965,5.316788604006331 73.58929063877669 4.794537184071822 0.0 0.0 0.0 0.0 0.0 0.0 0.0,25.532636974203527 10.111325788078153 0.0 0.0 11.761884949391115 0.0 0.0 5.752853606746789 11.980754777481657 24.353739992392867 0.0 0.0 0.0 5.969305287951849
Cc1ccnc(NC(=O)CN2C(=O)[C@@H]3[C@H]4CC[C@@H](O4)[C@H]3C2=O)n1,19.120474506015515 0.0 14.867866772744893 11.835812092322787 31.97331322103925 11.861545009918906 17.957138634923147 0.0 0.0 23.66987846904101,5.316788604006331 51.34209514220859 19.120474506015515 18.75954929201341 18.53557124070048 12.263210640074686 0.0 0.0 0.0 5.948339280986494,4.736862953800049 24.600309887072275 9.967957041894417 0.0 0.0 0.0 25.831747514004253 11.890771566461538 24.04374486781939 6.544756405912575 0.0 23.66987846904101 0.0 0.0
O=C(N[C@@H]1CN(Cc2nc(O)n[nH]2)C[C@H]1O)c1ccccc1,15.007591973753234 0.0 25.39804047240609 0.0 18.69056362280884 13.08951281182515 41.71969133200497 0.0 6.010464839586836 5.907179729351506,5.316788604006331 61.436806416154084 6.544756405912575 0.0 16.182393173768745 30.33183534230805 0.0 0.0 0.0 0.0,15.529843393687743 14.793128723223337 0.0 4.9839785209472085 5.098681808301038 18.19910120538483 12.13273413692322 18.652964303522147 18.69056362280884 5.824404497999927 0.0 0.0 5.907179729351506 6.010464839586836
N#Cc1c[nH]c2nc(N3CN[C@H](N)[C@@H]4NCN[C@H]43)ncc12,0.0 5.261891554738487 30.902301374860617 5.733667477162185 18.373392053417014 18.237292108648763 17.957138634923147 0.0 6.069221312792274 16.98174071621902,26.583943020031654 46.66270999405693 0.0 11.33111286753076 5.563451491696996 12.393687143226153 0.0 11.033401435232523 0.0 5.948339280986494,15.617555728959871 15.950365812018994 4.9839785209472085 10.245870075685694 0.0 0.0 0.0 19.062378332125295 29.825983336343423 17.882174145694528 0.0 5.948339280986494 0.0 0.0
C[C@H]1CN(C(=O)CCNC(N)=O)C[C@H]1NC(=O)C(N)=O,19.178148736287287 0.0 15.533486938863138 17.385241000485763 19.386399651764595 19.634269217737724 0.0 0.0 0.0 23.75265370039259,22.100912162337032 54.32867347812875 14.383611552215466 5.917906046161393 13.344558822616634 0.0 0.0 0.0 0.0 4.794537184071822,27.00082189318751 14.383611552215466 4.794537184071822 0.0 0.0 6.923737199690624 5.917906046161393 26.055090840663738 6.041840829147961 0.0 0.0 5.907179729351506 0.0 17.845473971041084
O=C1N[C@@H](CO)C(=O)N1CC[C@@H]1C[C@H]2CC[C@H]1O2,19.4324647167844 0.0 10.216698334856808 5.917906046161393 43.933060096348605 13.151638370425493 0.0 0.0 0.0 11.938294241689578,5.316788604006331 53.34614334245081 9.53140013787187 5.917906046161393 25.683286491704038 0.0 0.0 0.0 0.0 4.794537184071822,15.160178952647087 9.694446914922299 4.794537184071822 0.0 0.0 0.0 31.60119253786543 6.544756405912575 18.814814740009524 6.041840829147961 0.0 0.0 5.907179729351506 6.031114512338072
O=C(NC1(CO)CCN(C(=O)[C@H]2CNC(=O)N2)CC1)[C@@H]1CCCO1,24.22700190085622 0.0 20.85027554286947 0.0 43.36801896098365 32.84803314676356 0.0 0.0 0.0 17.845473971041084,15.950365812018994 78.38467671277543 14.325937321943693 0.0 25.683286491704038 0.0 0.0 0.0 0.0 4.794537184071822,30.693665891510225 9.589074368143644 4.794537184071822 0.0 0.0 0.0 25.683286491704038 26.241151182250643 12.145807216896262 12.145807216896262 0.0 11.814359458703011 0.0 6.031114512338072
Cc1nc(CN2C[C@@H](O)[C@H](NC(=O)[C@H]3CCCC(=O)N3)C2)n[nH]1,14.69560176298435 0.0 30.71482907641242 0.0 50.918606520425456 13.08951281182515 11.648808995999854 0.0 0.0 11.814359458703011,10.633577208012662 68.27929957981284 16.133830774056218 6.923737199690624 30.911273864777883 0.0 0.0 0.0 0.0 0.0,15.740104602853368 19.587665907295158 4.9839785209472085 5.098681808301038 0.0 0.0 19.765380445542643 19.51033443475116 18.69056362280884 11.866245327147887 5.824404497999927 11.814359458703011 0.0 0.0
O=C(Cn1cccn1)NC[C@H]1C[C@@H](NC(=O)[C@H]2CCC(=O)N2)C1,14.383611552215466 0.0 25.730850555465214 5.917906046161393 44.311724555912534 6.544756405912575 18.460054211687762 0.0 0.0 17.721539188054518,15.950365812018994 46.13046199570923 20.92836795812804 5.917906046161393 25.683286491704038 18.460054211687762 0.0 0.0 0.0 0.0,15.950365812018994 19.06541448736065 0.0 5.098681808301038 0.0 0.0 31.246737983401033 31.4011060012127 0.0 12.586597235060536 0.0 17.721539188054518 0.0 0.0
CCOc1ccc(C(=O)OC)c(N2CN[C@H](N)[C@H]3NCN[C@H]32)n1,14.268263091671919 0.0 20.9343443329662 5.733667477162185 25.29712925310764 31.953971614439215 17.696185628620217 0.0 5.879988336435371 11.787168065786878,31.320805973831703 56.3807377459048 4.736862953800049 0.0 17.28172587545944 12.13273413692322 0.0 0.0 0.0 5.817862777835028,20.107303115612762 15.950365812018994 4.794537184071822 4.9839785209472085 0.0 0.0 12.990104268152233 12.735058257360752 32.59298713597208 17.54708988166655 0.0 5.879988336435371 0.0 5.969305287951849
O=C(N[C@@H]1[C@H]2CN(C(=O)[C@@H]3CCNC3=O)C[C@H]21)[C@H]1CNC(=O)N1,19.178148736287287 0.0 26.1670641468758 17.75371813848418 18.504503281221933 26.1790256236503 0.0 0.0 0.0 23.75265370039259,21.267154416025324 66.91527071318929 14.383611552215466 17.75371813848418 6.4208216229260096 0.0 0.0 0.0 0.0 4.794537184071822,26.1670641468758 14.383611552215466 4.794537184071822 0.0 0.0 0.0 6.4208216229260096 44.056678545121045 0.0 11.959746875309353 0.0 17.721539188054518 0.0 6.031114512338072
C[C@@]1(C(=O)NCC2(NC(=O)[C@H]3C[C@H]4C[C@H]4C3)CCC2)CCNC1=O,14.383611552215466 0.0 15.950365812018994 23.16870860788096 57.40841381255605 13.08951281182515 0.0 0.0 0.0 17.721539188054518,15.950365812018994 36.34997725226302 14.383611552215466 23.16870860788096 51.8694885601727 0.0 0.0 0.0 0.0 0.0,15.950365812018994 14.383611552215466 0.0 0.0 0.0 0.0 63.705300652495495 19.007418857986544 5.538925252383345 5.41499046939678 0.0 17.721539188054518 0.0 0.0
O=C(CCC1CC1)N1[C@@H]2CC[C@H]1CN(C(=O)c1nc[nH]n1)C2,9.589074368143644 0.0 24.98116159925024 5.917906046161393 50.60861139585198 13.08951281182515 12.151724572764468 0.0 0.0 11.814359458703011,0.0 61.96871552807432 4.794537184071822 5.917906046161393 49.143871419627814 6.3273200747645415 0.0 0.0 0.0 0.0,9.799819461700956 14.687756176444681 4.9839785209472085 0.0 5.098681808301038 12.841643245852019 25.18037091493942 31.594016093047085 0.0 6.3273200747645415 0.0 11.731584227351433 5.907179729351506 0.0
O[C@H](CN[C@H]1CCc2ccc(-c3ccccc3)cc21)Cn1cccn1,5.106527394840706 0.0 15.097273347452553 0.0 31.532206868660857 6.544756405912575 78.11789374277464 0.0 11.126902983393991 0.0,5.316788604006331 27.535734931947808 12.965578028838586 0.0 23.58956543546796 66.99099075938065 0.0 11.126902983393991 0.0 0.0,10.423315998847038 4.681802935145185 0.0 5.098681808301038 0.0 42.46456947923127 47.22818334956322 24.980284378286687 12.648722793660877 0.0 0.0 0.0 0.0 0.0
CCCC(=O)N[C@@H]1CCCN(C(=O)[C@H]2CCCN2C(=O)C(C)C)C1,14.383611552215466 0.0 15.116608065707286 5.917906046161393 71.37982299492386 19.634269217737724 0.0 0.0 0.0 17.721539188054518,5.316788604006331 59.23930952578911 14.383611552215466 5.917906046161393 59.296141336627926 0.0 0.0 0.0 0.0 0.0,15.116608065707286 14.383611552215466 0.0 0.0 0.0 20.771211599071872 32.10410811463005 38.01483771597309 0.0 6.041840829147961 0.0 17.721539188054518 0.0 0.0
C[C@@H]1CCCc2ncc(C(=O)NC[C@]3(O)CCc4ccccc43)n21,9.901064578912528 0.0 14.867866772744893 0.0 50.67073695445232 6.544756405912575 53.107547321701894 0.0 0.0 5.907179729351506,5.316788604006331 27.109541698843348 18.442694056835705 0.0 59.66781555793081 30.462311845459514 0.0 0.0 0.0 0.0,14.990415646638393 4.794537184071822 4.9839785209472085 0.0 0.0 24.26546827384644 43.73392667478865 12.462662452073971 12.741599977525652 17.119383303832073 0.0 0.0 5.907179729351506 0.0
CCC1CCC(N(C)CC(=O)N=c2cc[nH]cc2)CC1,4.794537184071822 0.0 9.883888251797686 10.910310778797061 45.06968614346863 13.592428388589765 29.88365172845568 0.0 0.0 5.907179729351506,5.3572304483063045 35.42533719888692 4.794537184071822 5.917906046161393 39.02784531432067 29.51882601278504 0.0 0.0 0.0 0.0,4.9839785209472085 9.694446914922299 4.992404732635669 0.0 0.0 13.344558822616634 50.78159865746585 18.435527972374114 11.90198685421888 0.0 0.0 0.0 5.907179729351506 0.0
CC[C@H](NC(=O)N1CC[C@H](N2CCCCC2)C1)[C@@H]1CCCO1,9.53140013787187 0.0 15.116608065707286 0.0 70.05713660621693 32.78590758816322 0.0 0.0 0.0 6.031114512338072,5.316788604006331 66.80448960824646 4.736862953800049 0.0 51.8694885601727 0.0 0.0 0.0 0.0 4.794537184071822,14.953561288656857 4.899909730850478 4.794537184071822 0.0 0.0 13.344558822616634 51.61444254938121 25.73823560548603 12.145807216896262 0.0 0.0 0.0 0.0 6.031114512338072
CC(C)(C)C1CC(C(=O)N[C@@H](C2CCOCC2)C2(CO)CCC2)C1,14.637927532712576 0.0 5.316788604006331 28.58369907727774 71.75880378870191 19.820645893538753 0.0 0.0 0.0 5.907179729351506,5.316788604006331 36.87619384687893 9.53140013787187 28.58369907727774 65.71696295955395 0.0 0.0 0.0 0.0 0.0,15.160178952647085 4.794537184071822 0.0 0.0 0.0 27.19203322199788 55.77573229927563 30.58850127373197 6.606881964512918 0.0 0.0 5.907179729351506 0.0 0.0
Cc1cccc(CCCNC(=O)C2(Oc3ccccc3F)CC2)n1,13.92181518554669 0.0 10.30076712495354 0.0 38.20807450237835 6.544756405912575 59.669646309974084 0.0 5.749511833283905 5.907179729351506,10.05365155780638 23.036965467194978 11.21535880699783 12.740958040736519 30.65032085847495 42.46456947923127 0.0 0.0 0.0 4.39041504767482,10.05365155780638 9.77851570501903 4.39041504767482 0.0 0.0 18.19910120538483 44.030848719389084 30.774255641461515 0.0 0.0 17.16778348531349 0.0 5.907179729351506 0.0
CCN(CCNC(=O)C12CCC(CC1)C2)Cc1ncc(C)s1,4.794537184071822 0.0 15.200676855804016 11.332896515558172 52.49633891992387 19.634269217737724 16.08161446216714 0.0 0.0 17.243965607286242,5.316788604006331 35.42533719888692 11.339293589984397 18.256633715248796 48.91261620487474 6.196843571613076 0.0 0.0 0.0 0.0,5.316788604006331 9.694446914922299 4.9839785209472085 0.0 11.336785877934737 6.923737199690624 51.49050776639464 29.578494046536306 6.544756405912575 5.007623696852765 0.0 5.907179729351506 0.0 0.0
